Average Degree,RGU_0-5_S_10,RGU_5-10_S_10,RGU_10-15_S_10,RGU_15-20_S_10,RGU_0-10_S_10,RGU_0-15_S_10,RGU_0-20_S_10,RGU_Normal_S_10,RGU_95-100_S_10,RGU_0-5_T_10,RGU_5-10_T_10,RGU_10-15_T_10,RGU_15-20_T_10,RGU_0-10_T_10,RGU_0-15_T_10,RGU_0-20_T_10,RGU_Normal_T_10,RGU_95-100_T_10,RGU_0-5_N_10,RGU_5-10_N_10,RGU_10-15_N_10,RGU_15-20_N_10,RGU_0-10_N_10,RGU_0-15_N_10,RGU_0-20_N_10,RGU_Normal_N_10,RGU_95-100_N_10,RGU_0-5_S_18,RGU_5-10_S_18,RGU_10-15_S_18,RGU_15-20_S_18,RGU_0-10_S_18,RGU_0-15_S_18,RGU_0-20_S_18,RGU_Normal_S_18,RGU_95-100_S_18,RGU_0-5_T_18,RGU_5-10_T_18,RGU_10-15_T_18,RGU_15-20_T_18,RGU_0-10_T_18,RGU_0-15_T_18,RGU_0-20_T_18,RGU_Normal_T_18,RGU_95-100_T_18,RGU_0-5_N_18,RGU_5-10_N_18,RGU_10-15_N_18,RGU_15-20_N_18,RGU_0-10_N_18,RGU_0-15_N_18,RGU_0-20_N_18,RGU_Normal_N_18,RGU_95-100_N_18,RGU_0-5_S_20,RGU_5-10_S_20,RGU_10-15_S_20,RGU_15-20_S_20,RGU_0-10_S_20,RGU_0-15_S_20,RGU_0-20_S_20,RGU_Normal_S_20,RGU_95-100_S_20,RGU_0-5_T_20,RGU_5-10_T_20,RGU_10-15_T_20,RGU_15-20_T_20,RGU_0-10_T_20,RGU_0-15_T_20,RGU_0-20_T_20,RGU_Normal_T_20,RGU_95-100_T_20,RGU_0-5_N_20,RGU_5-10_N_20,RGU_10-15_N_20,RGU_15-20_N_20,RGU_0-10_N_20,RGU_0-15_N_20,RGU_0-20_N_20,RGU_Normal_N_20,RGU_95-100_N_20,RGU_0-5_S_25,RGU_5-10_S_25,RGU_10-15_S_25,RGU_15-20_S_25,RGU_0-10_S_25,RGU_0-15_S_25,RGU_0-20_S_25,RGU_Normal_S_25,RGU_95-100_S_25,RGU_0-5_T_25,RGU_5-10_T_25,RGU_10-15_T_25,RGU_15-20_T_25,RGU_0-10_T_25,RGU_0-15_T_25,RGU_0-20_T_25,RGU_Normal_T_25,RGU_95-100_T_25,RGU_0-5_N_25,RGU_5-10_N_25,RGU_10-15_N_25,RGU_15-20_N_25,RGU_0-10_N_25,RGU_0-15_N_25,RGU_0-20_N_25,RGU_Normal_N_25,RGU_95-100_N_25,RGU_0-5_S_50,RGU_5-10_S_50,RGU_10-15_S_50,RGU_15-20_S_50,RGU_0-10_S_50,RGU_0-15_S_50,RGU_0-20_S_50,RGU_Normal_S_50,RGU_95-100_S_50,RGU_0-5_T_50,RGU_5-10_T_50,RGU_10-15_T_50,RGU_15-20_T_50,RGU_0-10_T_50,RGU_0-15_T_50,RGU_0-20_T_50,RGU_Normal_T_50,RGU_95-100_T_50,RGU_0-5_N_50,RGU_5-10_N_50,RGU_10-15_N_50,RGU_15-20_N_50,RGU_0-10_N_50,RGU_0-15_N_50,RGU_0-20_N_50,RGU_Normal_N_50,RGU_95-100_N_50,RGU_0-5_S_5,RGU_5-10_S_5,RGU_10-15_S_5,RGU_15-20_S_5,RGU_0-10_S_5,RGU_0-15_S_5,RGU_0-20_S_5,RGU_Normal_S_5,RGU_95-100_S_5,RGU_0-5_T_5,RGU_5-10_T_5,RGU_10-15_T_5,RGU_15-20_T_5,RGU_0-10_T_5,RGU_0-15_T_5,RGU_0-20_T_5,RGU_Normal_T_5,RGU_95-100_T_5,RGU_0-5_N_5,RGU_5-10_N_5,RGU_10-15_N_5,RGU_15-20_N_5,RGU_0-10_N_5,RGU_0-15_N_5,RGU_0-20_N_5,RGU_Normal_N_5,RGU_95-100_N_5
7.1999999999999975,72.192,72.196,72.80199999999998,73.36399999999998,72.194,72.39666666666669,72.63850000000002,73.58742677322779,69.825,1.53332,1.5923600000000002,1.6512200000000001,1.7034599999999998,1.56284,1.5922999999999998,1.6200900000000005,1.818219319601256,2.10837,0.7219199999999999,0.7219599999999999,0.7280199999999999,0.7336400000000001,0.7219399999999999,0.7239666666666668,0.7263850000000001,0.7358742677322779,0.69825,50.482,43.961999999999996,37.876,39.548,47.22199999999999,44.106666666666676,42.96700000000001,25.242483248147632,6.780999999999999,2.01988,1.7980399999999996,1.59048,1.7270599999999998,1.9089599999999998,1.8028,1.7838650000000005,1.1535351413849215,0.29840999999999995,0.5048199999999999,0.43961999999999996,0.37876,0.39548,0.4722199999999999,0.4410666666666668,0.4296700000000001,0.2524248324814763,0.06780999999999998,6.6960000000000015,4.506,3.1379999999999995,4.276,5.600999999999999,4.78,4.654,2.376779902828587,1.226,0.24352,0.16602,0.08906,0.13975999999999994,0.20477,0.1662,0.15959,0.0518198344647474,0.0028100000000000004,0.06696000000000002,0.04506,0.031379999999999984,0.04276,0.05600999999999999,0.0478,0.04654,0.02376779902828587,0.01226,1.4099999999999997,1.29,1.3479999999999996,1.276,1.35,1.3493333333333333,1.3310000000000002,1.2113430375281526,1.072,0.004560000000000001,0.003060000000000001,0.0037400000000000007,0.0030000000000000005,0.003810000000000001,0.0037866666666666665,0.0035900000000000007,0.002218259460440225,0.0007300000000000001,0.014099999999999996,0.0129,0.013479999999999995,0.01276,0.013500000000000002,0.013493333333333331,0.013310000000000002,0.012113430375281526,0.01072,1.01,1.0,1.008,1.008,1.005,1.006,1.0065,1.004374951533232,1.002,0.0001,0.0,8e-05,8e-05,5e-05,6e-05,6.500000000000001e-05,4.374951533231975e-05,2e-05,0.0101,0.01,0.01008,0.01008,0.010049999999999998,0.01006,0.010065,0.01004374951533232,0.01002,69.054,70.37200000000001,72.21600000000002,70.932,69.71300000000001,70.54733333333334,70.64350000000002,71.1991163358163,69.78299999999999,1.35968,1.43024,1.5199600000000002,1.5004,1.3949600000000002,1.4366266666666667,1.4525700000000004,1.6011160547983758,1.8667,0.6905399999999999,0.7037200000000001,0.7221599999999999,0.7093200000000001,0.69713,0.7054733333333334,0.7064350000000001,0.7119911633581628,0.6978299999999998
7.399999999999999,72.454,73.43400000000003,71.28399999999998,74.358,72.944,72.39066666666666,72.8825,74.63551709106889,71.46999999999998,1.53548,1.6293000000000004,1.5995800000000002,1.7252199999999995,1.5823899999999995,1.5881200000000002,1.6223950000000005,1.8603945114812075,2.17529,0.72454,0.7343400000000001,0.7128399999999999,0.74358,0.72944,0.7239066666666666,0.728825,0.7463551709106889,0.7146999999999999,47.64400000000001,42.30399999999999,31.364,32.79200000000001,44.974,40.43733333333333,38.525999999999996,23.191610615832282,7.844000000000001,1.89042,1.7248399999999997,1.3304600000000002,1.4007599999999996,1.8076300000000003,1.6485733333333334,1.5866200000000001,1.0660911810471418,0.38813,0.47644,0.4230399999999999,0.31364000000000003,0.3279200000000001,0.44974,0.4043733333333333,0.38526,0.2319161061583228,0.07844000000000001,5.2440000000000015,5.1320000000000014,3.148,3.088,5.1880000000000015,4.508,4.1530000000000005,2.3541983279178806,1.301,0.19934000000000002,0.17762,0.08982000000000002,0.0914,0.18848,0.15559333333333336,0.139545,0.05105511852738901,0.004520000000000001,0.05244000000000002,0.051320000000000005,0.031479999999999994,0.03088,0.05188000000000001,0.04508,0.041530000000000004,0.02354198327917881,0.013009999999999999,1.4039999999999997,1.258,1.3179999999999998,1.23,1.3309999999999995,1.3266666666666669,1.3024999999999998,1.166211279948444,1.053,0.00446,0.0027800000000000004,0.003400000000000001,0.002380000000000001,0.0036200000000000004,0.003546666666666668,0.003255,0.0018096990427904965,0.0006000000000000001,0.014039999999999995,0.01258,0.01318,0.0123,0.013309999999999995,0.013266666666666666,0.013024999999999998,0.011662112799484441,0.01053,1.0119999999999998,1.01,1.006,1.002,1.011,1.0093333333333334,1.0075,1.0029833939059745,1.0,0.00012,0.0001,6e-05,2e-05,0.00011,9.333333333333333e-05,7.5e-05,2.983393905974551e-05,0.0,0.010119999999999995,0.0101,0.01006,0.01002,0.01011,0.010093333333333334,0.010075,0.010029833939059743,0.01,71.714,69.49,70.15,68.018,70.602,70.45133333333334,69.843,70.82507351459964,71.09100000000002,1.3865400000000003,1.3795800000000005,1.4391200000000002,1.4115800000000005,1.3830599999999995,1.4017466666666665,1.4042050000000004,1.5770015074185968,1.8910900000000004,0.71714,0.6949,0.7015,0.68018,0.7060200000000001,0.7045133333333333,0.69843,0.7082507351459963,0.71091
7.599999999999999,74.45,75.296,77.02999999999999,74.41199999999998,74.87299999999998,75.59199999999998,75.297,75.42325949043502,68.472,1.58512,1.6767200000000002,1.76768,1.7177600000000002,1.6309200000000001,1.6765066666666664,1.6868200000000004,1.8996792843369483,2.0729900000000003,0.7445,0.7529600000000001,0.7702999999999999,0.7441200000000001,0.7487299999999999,0.7559199999999998,0.7529699999999999,0.7542325949043501,0.68472,40.44,31.946000000000005,28.954,24.022,36.19300000000001,33.779999999999994,31.34049999999999,17.341160650560084,3.909,1.6441399999999993,1.3215200000000005,1.2395799999999997,1.0246,1.4828299999999999,1.401746666666667,1.3074599999999998,0.7925790865023332,0.14219999999999994,0.4044,0.3194600000000001,0.28954,0.24022,0.36193000000000003,0.33779999999999993,0.31340499999999993,0.17341160650560086,0.03909,4.336000000000001,3.39,2.3819999999999992,2.108,3.863,3.3693333333333326,3.054,1.9185193147487205,1.186,0.13282,0.0985,0.041139999999999996,0.03646,0.11565999999999999,0.09082,0.07722999999999998,0.030814012283574187,0.00218,0.04336000000000001,0.0339,0.02382,0.02108,0.03863,0.033693333333333325,0.030539999999999998,0.019185193147487203,0.011859999999999999,1.2300000000000002,1.256,1.218,1.204,1.2429999999999999,1.2346666666666666,1.227,1.1398760604726612,1.0759999999999998,0.00254,0.00286,0.00228,0.00228,0.0027,0.00256,0.0024900000000000005,0.0015044293559990404,0.00079,0.012300000000000002,0.01256,0.01218,0.01204,0.012429999999999998,0.012346666666666666,0.012269999999999998,0.011398760604726612,0.01076,1.002,1.008,1.006,1.008,1.005,1.0053333333333334,1.006,1.0042686470032598,1.0,2e-05,8e-05,6e-05,8e-05,5e-05,5.333333333333333e-05,6e-05,4.268647003259844e-05,0.0,0.01002,0.01008,0.01006,0.01008,0.010049999999999998,0.010053333333333334,0.01006,0.010042686470032598,0.01,71.31400000000002,70.82199999999997,68.494,68.41199999999999,71.068,70.21,69.76050000000001,69.08816756083908,72.35,1.36592,1.40426,1.3914399999999998,1.39438,1.3850900000000002,1.3872066666666665,1.389,1.5230788789669452,1.88054,0.7131400000000001,0.7082199999999998,0.68494,0.68412,0.71068,0.7021,0.697605,0.6908816756083909,0.7234999999999999
7.799999999999999,74.382,74.668,76.236,72.214,74.525,75.09533333333334,74.375,75.97220543239987,70.27600000000001,1.5879599999999996,1.6716799999999994,1.7495200000000002,1.6651999999999998,1.6298200000000005,1.66972,1.6685899999999998,1.9330663423636558,2.1464300000000005,0.74382,0.74668,0.76236,0.72214,0.7452500000000001,0.7509533333333335,0.74375,0.7597220543239988,0.70276,42.622,29.41800000000001,30.362,23.25,36.02,34.13399999999999,31.413,15.159737199388056,4.933999999999998,1.7203599999999997,1.23472,1.3312799999999998,1.02148,1.4775400000000003,1.4287866666666666,1.32696,0.6885056420750498,0.21533000000000002,0.42622,0.29418000000000005,0.30362,0.2325,0.3602,0.3413399999999999,0.31413,0.15159737199388054,0.049339999999999995,4.3039999999999985,2.8360000000000003,2.7439999999999998,1.9480000000000002,3.57,3.294666666666666,2.958,1.6515782819832048,1.138,0.14855999999999994,0.06064,0.07587999999999998,0.02796,0.10459999999999996,0.09502666666666666,0.07825999999999997,0.016803948743316147,0.0016400000000000006,0.04304,0.028360000000000007,0.02744,0.01948,0.0357,0.032946666666666666,0.029580000000000002,0.01651578281983205,0.01138,1.2820000000000005,1.1979999999999995,1.2220000000000002,1.24,1.2399999999999998,1.234,1.2355,1.1300982177462946,1.0539999999999998,0.0029600000000000004,0.00216,0.0023,0.00254,0.00256,0.002473333333333333,0.0024900000000000005,0.0013966259347376827,0.00055,0.012820000000000005,0.011979999999999998,0.012220000000000002,0.0124,0.012399999999999998,0.01234,0.012355,0.011300982177462943,0.01054,1.0119999999999998,1.004,1.002,1.0,1.008,1.006,1.0045,1.000992685475444,1.0,0.00012,4e-05,2e-05,0.0,8e-05,6e-05,4.5e-05,9.926854754440964e-06,0.0,0.010119999999999995,0.01004,0.01002,0.01,0.01008,0.01006,0.010045,0.010009926854754441,0.01,68.63600000000001,69.604,70.49000000000002,67.47599999999998,69.12,69.57666666666667,69.0515,69.43513071762533,70.918,1.28116,1.362,1.4052600000000002,1.36384,1.32158,1.349473333333333,1.353065,1.5193845321842547,1.8180700000000003,0.6863600000000001,0.69604,0.7049000000000001,0.6747599999999998,0.6912,0.6957666666666666,0.690515,0.6943513071762533,0.70918
7.999999999999997,72.858,73.16799999999998,75.10000000000002,77.262,73.01299999999998,73.70866666666667,74.597,75.21268290385316,71.895,1.5345600000000001,1.62492,1.7065,1.7972,1.57974,1.6219933333333332,1.6657950000000001,1.912193952904773,2.17444,0.72858,0.7316799999999999,0.7510000000000002,0.77262,0.7301300000000001,0.7370866666666668,0.7459699999999999,0.7521268290385317,0.71895,33.262,25.686,22.27,20.552,29.474000000000004,27.07266666666667,25.44250000000001,11.507617258632207,3.525,1.3306,1.06714,0.9314399999999999,0.8837199999999998,1.19887,1.1097266666666668,1.053225,0.4908469688952814,0.12493,0.33262,0.25686,0.2227,0.20552,0.2947400000000001,0.2707266666666667,0.2544250000000001,0.11507617258632208,0.03525,4.192,2.53,2.29,1.838,3.361,3.0039999999999996,2.7125,1.579964387778152,1.177,0.14562,0.05329999999999999,0.05719999999999999,0.021659999999999995,0.09946,0.08537333333333333,0.06944499999999999,0.017460629084419036,0.00229,0.04192,0.0253,0.0229,0.01838,0.03361,0.030039999999999997,0.027125,0.01579964387778152,0.011770000000000001,1.1880000000000002,1.17,1.138,1.084,1.179,1.1653333333333329,1.1450000000000002,1.1130536028267166,1.0409999999999997,0.0020000000000000005,0.0018000000000000004,0.0015400000000000006,0.0008400000000000001,0.0019,0.0017800000000000003,0.0015450000000000006,0.001156575269271344,0.0004400000000000001,0.011880000000000002,0.0117,0.01138,0.01084,0.01179,0.011653333333333332,0.011450000000000002,0.011130536028267166,0.010409999999999996,1.004,1.004,1.0,1.006,1.004,1.0026666666666666,1.0034999999999998,1.0017639809009156,1.0,4e-05,4e-05,0.0,6e-05,4e-05,2.666666666666667e-05,3.5000000000000004e-05,1.763980900915766e-05,0.0,0.01004,0.01004,0.01,0.01006,0.01004,0.010026666666666666,0.010034999999999999,0.010017639809009157,0.01,69.36399999999999,70.50000000000001,68.444,69.066,69.932,69.436,69.3435,70.03181005059896,72.25,1.2958,1.3719599999999996,1.3423400000000003,1.38464,1.3338799999999995,1.3366999999999998,1.3486850000000001,1.5314475657678428,1.84115,0.6936399999999999,0.7050000000000002,0.6844399999999999,0.69066,0.6993199999999999,0.6943600000000001,0.693435,0.7003181005059896,0.7225
8.2,76.476,76.72800000000002,78.02,76.29800000000002,76.602,77.07466666666666,76.8805,77.22206854407713,71.844,1.6486000000000005,1.7212,1.80276,1.77958,1.6849,1.7241866666666668,1.7380350000000002,1.9412333569582008,2.19506,0.76476,0.7672800000000001,0.7802,0.7629800000000002,0.76602,0.7707466666666666,0.7688050000000001,0.7722206854407713,0.71844,32.068000000000005,21.558000000000003,17.672000000000004,17.434,26.813,23.766,22.183000000000003,11.221919035412672,3.147,1.3147399999999998,0.89928,0.7461999999999999,0.7544000000000001,1.1070099999999998,0.9867399999999996,0.9286549999999998,0.4714815646891043,0.11416999999999998,0.32068,0.21558000000000002,0.17672000000000004,0.17434000000000002,0.26813000000000003,0.23765999999999998,0.22183000000000005,0.11221919035412674,0.03147,2.6660000000000004,2.36,1.976,2.306,2.513,2.3340000000000005,2.327,1.4607813218414103,1.148,0.058039999999999994,0.05426,0.02868,0.04816,0.056149999999999985,0.046993333333333324,0.047285,0.009330038707071423,0.0017200000000000006,0.026660000000000003,0.0236,0.01976,0.02306,0.02513,0.02334000000000001,0.02327,0.014607813218414104,0.011479999999999999,1.176,1.18,1.172,1.13,1.178,1.1759999999999995,1.1645,1.0868949827919734,1.0339999999999998,0.0017800000000000001,0.0019000000000000009,0.0018400000000000005,0.0013800000000000002,0.0018400000000000005,0.00184,0.0017250000000000006,0.0009020221767178893,0.00034,0.01176,0.0118,0.01172,0.0113,0.01178,0.011759999999999998,0.011645,0.010868949827919734,0.010339999999999998,1.004,1.002,1.002,1.004,1.003,1.0026666666666666,1.003,1.0012813015444595,1.001,4e-05,2e-05,2e-05,4e-05,3e-05,2.666666666666667e-05,3e-05,1.2813015444594392e-05,1e-05,0.01004,0.01002,0.01002,0.01004,0.010029999999999999,0.010026666666666666,0.01003,0.010012813015444594,0.010009999999999998,72.928,71.55599999999998,72.16,70.666,72.242,72.21466666666667,71.8275,71.32708787189684,72.29,1.37412,1.3897,1.4372200000000004,1.4148000000000005,1.38191,1.4003466666666669,1.4039600000000003,1.5189107075299566,1.82808,0.7292799999999999,0.7155599999999999,0.7216,0.7066600000000001,0.7224200000000001,0.7221466666666667,0.718275,0.7132708787189685,0.7229000000000001
8.399999999999999,75.16000000000003,77.38399999999999,78.024,76.766,76.27199999999998,76.85599999999998,76.8335,77.23462778527694,70.93599999999998,1.61352,1.7349,1.7939200000000002,1.7966399999999998,1.6742099999999998,1.7141133333333334,1.734745,1.953477715705657,2.1432,0.7516000000000003,0.7738399999999999,0.7802399999999999,0.76766,0.7627200000000001,0.7685599999999998,0.768335,0.7723462778527693,0.7093599999999999,23.34,19.108,16.528,12.198,21.224,19.658666666666672,17.793500000000005,8.87234427152933,1.8559999999999999,0.91828,0.79128,0.6865399999999999,0.49998,0.8547800000000001,0.7986999999999999,0.7240200000000001,0.35579438018049514,0.035209999999999984,0.2334,0.19108,0.16527999999999998,0.12198,0.21224,0.1965866666666667,0.17793500000000007,0.08872344271529331,0.01856,2.776,1.474,1.508,1.6119999999999999,2.125,1.919333333333333,1.8425,1.3981186168378033,1.124,0.07048000000000001,0.005900000000000001,0.006280000000000001,0.01616,0.03819,0.027553333333333332,0.024705,0.00769086154478688,0.00143,0.027760000000000003,0.01474,0.01508,0.01612,0.02125,0.01919333333333333,0.018425000000000004,0.013981186168378032,0.011239999999999998,1.114,1.158,1.134,1.12,1.136,1.135333333333333,1.1315,1.0828608599989151,1.021,0.0012,0.0016800000000000005,0.00136,0.00128,0.00144,0.0014133333333333333,0.0013800000000000002,0.0008533883270846628,0.00021,0.01114,0.01158,0.01134,0.011199999999999998,0.011359999999999999,0.011353333333333332,0.011315,0.010828608599989149,0.010209999999999999,1.006,1.004,1.008,1.002,1.005,1.006,1.005,1.0025974025974025,1.001,6e-05,4e-05,8e-05,2e-05,5e-05,6e-05,5e-05,2.5974025974025972e-05,1e-05,0.01006,0.01004,0.01008,0.01002,0.010049999999999998,0.01006,0.010049999999999998,0.010025974025974023,0.010009999999999998,71.86399999999998,73.46999999999998,70.988,69.95,72.667,72.10733333333333,71.568,71.90713922295132,73.843,1.33494,1.4033600000000002,1.39568,1.3754999999999995,1.36915,1.3779933333333332,1.3773700000000002,1.5269062216076057,1.84243,0.71864,0.7346999999999998,0.7098800000000001,0.6995,0.7266699999999999,0.7210733333333333,0.71568,0.7190713922295131,0.73843
8.599999999999998,78.77,79.19200000000002,77.83800000000002,78.06599999999997,78.98100000000002,78.6,78.46650000000002,77.61836638337971,73.56200000000003,1.7020600000000004,1.79148,1.7905600000000002,1.82112,1.7467700000000002,1.7613666666666667,1.7763049999999998,1.9744002905251001,2.23877,0.7877,0.7919200000000001,0.7783800000000001,0.7806599999999999,0.7898100000000001,0.7859999999999999,0.7846650000000001,0.7761836638337969,0.7356200000000002,18.538,12.808000000000002,12.612,8.766000000000002,15.673000000000002,14.652666666666665,13.181,5.78837730225349,1.5749999999999995,0.7056399999999998,0.52176,0.5096999999999999,0.33752000000000004,0.6137,0.5790333333333333,0.518655,0.2157926035103717,0.01945,0.18538,0.12808000000000005,0.12612,0.08766000000000003,0.15673,0.14652666666666664,0.13180999999999998,0.0578837730225349,0.015749999999999997,2.884,1.5959999999999999,1.632,1.624,2.24,2.0373333333333337,1.9340000000000002,1.357358129067969,1.12,0.08562000000000003,0.01626,0.016980000000000002,0.016919999999999998,0.05093999999999999,0.039619999999999995,0.033944999999999996,0.0061629641107672425,0.0012900000000000001,0.028839999999999998,0.01596,0.016319999999999998,0.01624,0.022400000000000003,0.020373333333333337,0.01934,0.01357358129067969,0.011200000000000002,1.162,1.086,1.124,1.088,1.124,1.124,1.115,1.0545654486344722,1.027,0.00168,0.0009,0.0013,0.0008799999999999998,0.0012900000000000006,0.0012933333333333336,0.0011900000000000005,0.0005519286176188534,0.00028000000000000003,0.011619999999999998,0.010860000000000002,0.011239999999999998,0.010879999999999999,0.011239999999999998,0.011239999999999998,0.01115,0.010545654486344723,0.01027,1.004,1.002,1.002,1.002,1.003,1.0026666666666666,1.0025,1.0003225806451612,1.002,4e-05,2e-05,2e-05,2e-05,3e-05,2.666666666666667e-05,2.5e-05,3.225806451612903e-06,2e-05,0.01004,0.01002,0.01002,0.01002,0.01003,0.010026666666666666,0.010025,0.010003225806451613,0.01002,69.64399999999999,70.90799999999999,72.94800000000002,72.262,70.27600000000001,71.16666666666669,71.44050000000001,70.53784126455594,73.43499999999997,1.26864,1.3437799999999998,1.4170799999999997,1.4226,1.30621,1.3431666666666664,1.3630249999999997,1.4785093450787543,1.8161200000000002,0.6964400000000001,0.7090799999999998,0.7294800000000001,0.7226199999999999,0.7027599999999999,0.7116666666666669,0.7144050000000002,0.7053784126455593,0.7343499999999998
8.799999999999997,77.472,79.342,78.59,78.04,78.40699999999998,78.46800000000002,78.361,78.29042408527464,72.98599999999998,1.6688800000000004,1.7954200000000002,1.8198,1.8414599999999999,1.7321500000000003,1.7613666666666663,1.7813900000000005,2.0239851967447566,2.25457,0.77472,0.79342,0.7859,0.7804000000000001,0.7840699999999998,0.7846800000000002,0.78361,0.7829042408527463,0.7298600000000001,17.959999999999994,12.07,11.402000000000001,9.903999999999998,15.014999999999995,13.810666666666664,12.834000000000001,5.661501592140811,2.5,0.71964,0.48042,0.46718,0.3879199999999999,0.6000300000000001,0.5557466666666666,0.51379,0.214272819756658,0.07765999999999999,0.17959999999999998,0.1207,0.11402000000000001,0.09903999999999998,0.15014999999999998,0.13810666666666666,0.12834,0.056615015921408114,0.025,1.808,1.368,1.354,1.4979999999999996,1.588,1.51,1.507,1.214614150266309,1.092,0.026420000000000003,0.0048200000000000005,0.004300000000000001,0.00958,0.015619999999999997,0.011846666666666663,0.011280000000000002,0.0023093041285399602,0.00101,0.01808,0.01368,0.013539999999999998,0.014979999999999997,0.015880000000000002,0.0151,0.015069999999999997,0.012146141502663093,0.01092,1.122,1.0859999999999999,1.078,1.058,1.104,1.0953333333333333,1.0859999999999999,1.069589952735928,1.03,0.0012200000000000002,0.0008799999999999998,0.0007800000000000001,0.0006000000000000001,0.0010500000000000002,0.00096,0.0008700000000000003,0.0007412841427438957,0.00030000000000000003,0.01122,0.010859999999999998,0.01078,0.01058,0.01104,0.01095333333333333,0.010859999999999998,0.01069589952735928,0.0103,1.002,1.002,1.0,1.0,1.0019999999999998,1.0013333333333332,1.001,1.0016966140191947,1.0,2e-05,2e-05,0.0,0.0,2e-05,1.3333333333333333e-05,1e-05,1.6966140191946647e-05,0.0,0.01002,0.01002,0.01,0.01,0.010019999999999998,0.010013333333333329,0.010009999999999998,0.010016966140191949,0.01,71.56599999999997,71.69999999999997,70.32600000000001,72.43400000000003,71.633,71.19733333333333,71.5065,70.65107872842262,72.65699999999998,1.31084,1.3450799999999998,1.34564,1.4107000000000005,1.3279599999999996,1.333853333333334,1.353065,1.4762036898438564,1.7703,0.7156599999999999,0.7169999999999999,0.7032599999999999,0.7243400000000001,0.7163299999999999,0.7119733333333333,0.7150650000000001,0.7065107872842263,0.7265699999999998
8.999999999999998,76.88999999999999,79.312,77.49199999999998,77.666,78.101,77.898,77.84,78.654249926683,69.267,1.6733000000000005,1.81486,1.81076,1.8446000000000005,1.7440799999999999,1.7663066666666665,1.78588,2.08997595235618,2.1575800000000003,0.7688999999999999,0.7931199999999999,0.7749199999999997,0.77666,0.78101,0.77898,0.7784,0.78654249926683,0.69267,16.238,10.740000000000002,8.745999999999999,8.5,13.489,11.908,11.056,4.267536870111104,1.5119999999999996,0.6353000000000001,0.4124600000000001,0.34435999999999994,0.33791999999999994,0.52388,0.46404,0.43251000000000006,0.14523423055421775,0.021319999999999992,0.16238,0.10740000000000002,0.08745999999999997,0.085,0.13488999999999998,0.11907999999999999,0.11056,0.042675368701111036,0.015119999999999996,1.5239999999999998,1.334,1.3239999999999998,1.3119999999999998,1.4289999999999998,1.3940000000000001,1.3735,1.2930231875124902,1.1,0.013680000000000001,0.004,0.0037200000000000006,0.0034600000000000004,0.008839999999999999,0.007133333333333334,0.006214999999999999,0.01005519942984113,0.0010500000000000002,0.015239999999999997,0.013339999999999998,0.013239999999999998,0.013119999999999998,0.01429,0.013940000000000001,0.013734999999999999,0.012930231875124902,0.011,1.08,1.102,1.05,1.0679999999999998,1.091,1.0773333333333333,1.075,1.0517189208542663,1.019,0.0008000000000000001,0.0011,0.0005400000000000001,0.0007400000000000001,0.00095,0.0008133333333333332,0.0007950000000000001,0.000517189208542666,0.00018999999999999998,0.0108,0.01102,0.0105,0.01068,0.01091,0.010773333333333331,0.01075,0.010517189208542664,0.01019,1.0,1.0,1.002,1.002,1.0,1.0006666666666666,1.001,1.0,1.001,0.0,0.0,2e-05,2e-05,0.0,6.6666666666666675e-06,1e-05,0.0,1e-05,0.01,0.01,0.01002,0.01002,0.01,0.010006666666666664,0.010009999999999998,0.01,0.010009999999999998,72.99600000000002,71.428,69.9,71.164,72.212,71.44133333333333,71.372,71.34855998275073,72.884,1.32924,1.3360200000000004,1.32912,1.3779,1.33263,1.33146,1.34307,1.4879635273343892,1.7690100000000004,0.72996,0.71428,0.6990000000000001,0.7116399999999999,0.72212,0.7144133333333335,0.71372,0.7134855998275073,0.7288399999999999
